Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
VISC11,Shoppings,"103,27","2.338.561,09","0,83","0,81","0,78 %","2,33 %","4,71 %","9,71 %","0,78 %","0,79 %","0,81 %","6,44 %","0,14 %","0,93 %","20,48 %","3.570.564.882,06","123,85","0,83","0,65 %","0,02 %","0,67 %","15,67 %",30,"18,36",343.935,"1,05 % a.a",N/A,N/A
VIUR11,Misto,"5,35","178.659,30","0,61","0,07","1,23 %","3,56 %","7,43 %","14,91 %","1,19 %","1,24 %","1,24 %","10,02 %","-4,88 %","-3,71 %","12,32 %","235.535.082,98","8,74","0,61","0,77 %","-5,00 %","-4,27 %","-90,02 %",7,"22,91",45.732,N/A,"0,95 % a.a","20,00 % a.a"
VJFD11,Papéis,"155,02","3.889,59","0,95","0,82","0,00 %","0,00 %","1,46 %","3,38 %","0,00 %","0,24 %","0,28 %","2,42 %","0,00 %","0,00 %",N/A,"799.150.539,47","163,89","0,95","0,52 %","20,45 %","21,07 %","28,05 %",39,"5,32",96,N/A,N/A,N/A
VLIQ11,Indefinido,N/A,N/A,N/A,"5,04","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
VLOL11,Lajes Corporativas,"88,00","160.238,13","1,38","16,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,99 %","0,00 %","0,00 %",N/A,"118.155.565,38","111,06","0,79","0,55 %","-0,14 %","0,40 %","14,11 %",14,"9,89",8.102,N/A,N/A,N/A
VOTS11,Papéis,"71,54","2.615,32","0,78","0,63","0,89 %","2,49 %","4,93 %","10,83 %","0,83 %","0,82 %","0,90 %","7,21 %","-10,28 %","-9,48 %","11,21 %","75.926.854,52","91,71","0,78","0,72 %","-1,69 %","-0,99 %","7,91 %",14,"45,43",581,N/A,N/A,N/A
VPPR11,Lajes Corporativas,"12,75","64.386,96","0,33","0,07","0,53 %","0,00 %","0,00 %","2,29 %","0,00 %","0,00 %","0,19 %","0,53 %","-10,74 %","-10,27 %","-10,27 %","285.640.724,19",N/A,N/A,N/A,N/A,N/A,N/A,2,"15,22",36.964,N/A,"0,95 % a.a","20,00 % a.a"
VRTA11,Papéis,"75,45","828.179,43","0,90","0,85","1,10 %","3,20 %","6,41 %","12,82 %","1,07 %","1,07 %","1,07 %","8,71 %","-5,38 %","-4,34 %","12,99 %","1.300.522.603,53","83,41","0,90","1,02 %","-8,51 %","-7,58 %","0,79 %",14,"15,91",111.781,N/A,"1,00 % a.a",N/A
VRTM11,Misto,"6,81","246.872,04","0,73","0,09","1,28 %","3,82 %","7,85 %","15,59 %","1,27 %","1,31 %","1,30 %","10,78 %","-0,85 %","0,42 %","17,65 %","435.301.553,82",N/A,N/A,N/A,N/A,N/A,N/A,7,"16,77",11.694,N/A,"0,90 % a.a","0,20 % a.a"
VSEC11,Papéis,"0,21","2,50","0,00","2,05","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","138,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"904,16",8.102,N/A,"0,70 % a.a","20,00 % a.a"
VSHO11,Shoppings,"73,00","28.368,61","0,62","0,46","0,64 %","3,03 %","5,80 %","12,29 %","1,01 %","0,97 %","1,02 %","7,97 %","-0,69 %","-0,06 %","20,07 %","242.410.559,62","115,50","0,63","0,86 %","16,23 %","17,23 %","22,66 %",3,"18,88",3.202,"0,75 % a.a",N/A,N/A
VSLH11,Papéis,"2,52","94.782,96","0,25","0,03","0,93 %","3,19 %","6,84 %","14,15 %","1,06 %","1,14 %","1,18 %","8,98 %","-4,75 %","-3,86 %","0,08 %","301.254.602,34","10,09","0,25","0,34 %","-2,89 %","-2,56 %","16,01 %",14,"20,20",68.692,N/A,"0,95 % a.a","20,00 % a.a"
VTLT11,Imóveis Industriais e Logísticos,"85,99","57.536,26","0,83","1,03","1,16 %","3,35 %","6,86 %","13,62 %","1,12 %","1,14 %","1,14 %","9,23 %","-1,72 %","-0,58 %","16,99 %","219.655.269,60","103,86","0,83","0,95 %","3,11 %","4,09 %","11,80 %",1,"15,50",5.752,"0,95 % a.a",N/A,N/A
VTPL11,Papéis,"72,10","72,00","0,71","5,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"140.854.280,37",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,124,N/A,N/A,N/A
VVCO11,Lajes Corporativas,"14,29","71.922,45","1,00","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"143.829.495,00",N/A,N/A,N/A,N/A,N/A,N/A,4,"14,96",2.669,N/A,N/A,N/A
VVCR11,Papéis,"9,60","60.716,91","0,94","0,11","1,10 %","3,27 %","6,63 %","12,97 %","1,09 %","1,11 %","1,08 %","9,12 %","-1,77 %","-0,69 %","23,74 %","77.504.273,21",N/A,N/A,N/A,N/A,N/A,N/A,14,"22,39",2.211,N/A,N/A,N/A
VVMR11,Lajes Corporativas,"84,99","262.708,80","0,79","0,20","0,23 %","0,45 %","0,77 %","3,05 %","0,45 %","0,77 %","0,25 %","0,99 %","0,60 %","0,83 %","-5,11 %","301.559.044,99",N/A,N/A,N/A,N/A,N/A,N/A,5,"27,20",607,N/A,N/A,N/A
VVPR11,Misto,"101,50","1.249.061,55","1,59","0,89","0,89 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,45 %","0,40 %","1,30 %","14,44 %","118.155.565,38","98,03","1,04","0,74 %","-0,10 %","0,64 %","0,09 %",14,"3,43",8.102,N/A,N/A,N/A
VVRI11,Indefinido,"79,04","694,07","0,93","0,60","0,68 %","1,81 %","3,52 %","7,93 %","0,60 %","0,59 %","0,66 %","4,59 %","0,00 %","0,00 %",N/A,"75.281.371,59",N/A,N/A,N/A,N/A,N/A,N/A,3,"89,73",155,N/A,N/A,N/A
VXXV11,Fundo de Desenvolvimento,"700,00","23.333,33","1,14","273,35","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"169.852.976,62",N/A,N/A,N/A,N/A,N/A,N/A,1,"3,39",13,N/A,N/A,N/A
WHGR11,Indefinido,"8,59","149.642,57","0,90","0,10","1,15 %","2,68 %","6,15 %","13,53 %","0,89 %","1,03 %","1,13 %","9,91 %","-1,03 %","0,11 %","16,38 %","297.360.174,37",N/A,N/A,N/A,N/A,N/A,N/A,1,"16,19",13.892,N/A,"1,00 % a.a","20,00 % a.a"
WPLZ11,Shoppings,"49,75","2.068,17","0,75","1,00","2,15 %","4,11 %","6,06 %","9,86 %","1,37 %","1,01 %","0,82 %","7,37 %","-3,00 %","-0,92 %","-2,57 %","78.067.133,41","66,72","0,75","0,94 %","-24,01 %","-23,29 %","-31,07 %",1,"43,81",1.577,N/A,N/A,N/A
WSEC11,Indefinido,"6,15","31.867,57","1,03","0,10","1,32 %","42,28 %","51,72 %","84,02 %","14,09 %","8,62 %","7,00 %","82,19 %","30,19 %","31,91 %","206,88 %","14.489.224,72",N/A,N/A,N/A,N/A,N/A,N/A,14,"94,74",786,N/A,N/A,N/A
WTSP11B,Misto,"36,00","3.852,00","0,68","0,05","0,09 %","0,81 %","26,17 %","27,19 %","0,81 %","4,36 %","2,27 %","0,81 %","0,00 %","0,00 %",N/A,"104.295.912,94","84,21","0,43","0,06 %","16,18 %","16,25 %","12,98 %",2,"6,67",210,N/A,N/A,N/A
XPCA11,Indefinido,"7,75","472.288,26","0,81","0,11","1,38 %","4,16 %","8,61 %","14,15 %","1,39 %","1,44 %","1,18 %","10,37 %","0,00 %","1,38 %","53,42 %","437.017.586,63","9,60","0,81","1,15 %","1,15 %","2,31 %","15,07 %",0,"21,87",96.052,N/A,"1,00 % a.a","10,00 % a.a"
XPCI11,Papéis,"81,70","937.217,09","0,93","0,96","1,19 %","3,62 %","7,04 %","13,64 %","1,21 %","1,17 %","1,14 %","9,40 %","-0,53 %","0,65 %","22,29 %","763.153.146,83","87,70","0,93","1,14 %","-4,50 %","-3,41 %","5,13 %",14,"18,61",67.379,N/A,"1,00 % a.a",N/A
XPCM11,Lajes Corporativas,"8,26","18.016,30","0,29","0,02","0,20 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,20 %","-0,87 %","-0,67 %","-0,67 %","69.720.415,87","29,04","0,28","0,07 %","-34,13 %","-34,09 %","-44,99 %",1,"30,38",17.496,N/A,"0,80 % a.a",N/A
XPHT11,Hotéis,"123,00","230.869,59","0,66","0,41","0,93 %","2,91 %","5,33 %","10,11 %","0,97 %","0,89 %","0,84 %","10,11 %","15,85 %","16,93 %","15,37 %","581.976.733,73","63,13","1,95","0,65 %","-33,00 %","-32,56 %","-26,69 %",14,"29,85",1.268,N/A,N/A,N/A
XPID11,Indefinido,"54,15","265.258,04",N/A,"0,60","1,00 %","3,11 %","6,61 %","14,04 %","1,04 %","1,10 %","1,17 %","9,32 %","4,73 %","5,78 %","14,70 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"22,29",0,N/A,"0,95 % a.a",N/A
XPIE11,Indefinido,"60,01","1.020.152,13",N/A,"0,45","0,73 %","3,96 %","9,02 %","18,95 %","1,32 %","1,50 %","1,58 %","12,46 %","-0,44 %","0,29 %","23,73 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,55",0,N/A,"1,30 % a.a","20,00 % a.a"
XPIN11,Imóveis Industriais e Logísticos,"68,73","188.586,96","0,67","0,74","1,10 %","3,18 %","6,39 %","13,05 %","1,06 %","1,07 %","1,09 %","8,74 %","-5,62 %","-4,59 %","17,75 %","729.159.921,12","101,97","0,67","0,73 %","-1,85 %","-1,14 %","0,31 %",81,"16,33",43.036,N/A,"0,75 % a.a",N/A
XPLG11,Imóveis Industriais e Logísticos,"97,89","2.165.531,39","0,91","0,82","0,83 %","2,46 %","5,06 %","10,27 %","0,82 %","0,84 %","0,86 %","6,87 %","-0,50 %","0,32 %","19,65 %","3.330.603.656,16","106,83","0,92","0,77 %","-6,22 %","-5,50 %","5,49 %",18,"15,23",338.130,"0,95 % a.a",N/A,"20,00 % a.a"
XPML11,Shoppings,"98,61","7.283.889,96","0,86","0,92","0,91 %","2,69 %","5,41 %","11,13 %","0,90 %","0,90 %","0,93 %","7,37 %","-2,24 %","-1,35 %","17,51 %","6.555.072.666,37","115,57","0,85","0,80 %","14,49 %","15,41 %","23,67 %",20,"14,55",604.158,N/A,"0,75 % a.a","20,00 % a.a"
XPPR11,Lajes Corporativas,"12,54","78.639,38","0,21","0,07","0,53 %","1,02 %","2,30 %","4,38 %","0,34 %","0,38 %","0,37 %","0,53 %","-9,03 %","-8,55 %","-8,55 %","443.953.188,51","60,68","0,21","0,12 %","-18,41 %","-18,31 %","-21,40 %",2,"21,62",42.867,N/A,N/A,N/A
XPSF11,Fundo de Fundos,"5,93","386.893,74","0,78","0,07","1,07 %","3,01 %","6,07 %","12,80 %","1,00 %","1,01 %","1,07 %","8,43 %","-1,14 %","-0,08 %","9,29 %","329.787.279,61","7,62","0,78","0,79 %","-8,74 %","-8,02 %","-90,38 %",14,"15,95",59.908,N/A,"1,00 % a.a","20,00 % a.a"
XTED11,Lajes Corporativas,"8,82","17.641,88","0,68","11,16",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"67.378.204,04","28,02","0,31","0,00 %","-0,36 %","-0,36 %","-3,45 %",1,"29,46",4.098,N/A,N/A,N/A
YUFI11,Fundo de Desenvolvimento,"59,50","5,17","1,29","29,23","0,00 %","0,00 %","1,16 %","3,31 %","0,00 %","0,19 %","0,28 %","2,80 %","0,00 %","0,00 %",N/A,"22.645.309,19",N/A,N/A,N/A,N/A,N/A,N/A,12,"34,46",56,N/A,N/A,N/A
YUFI11B,Indefinido,N/A,N/A,N/A,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"0,00 %","0,00 %","0,00 %",N/A,"105,53",N/A,"0,60 %","-0,01 %","0,59 %","6,32 %",0,N/A,0,N/A,N/A,N/A
ZAGH11,Serviços Financeiros Diversos,"10,06","29.046,22","1,08","0,06","0,60 %","1,84 %","4,02 %","7,11 %","0,61 %","0,67 %","0,59 %","5,36 %","-3,38 %","-2,80 %","-14,86 %","83.082.461,61",N/A,N/A,N/A,N/A,N/A,N/A,1,"67,49",410,N/A,"1,50 % a.a","20,00 % a.a"
ZAVC11,Indefinido,"8,89","4.394,57","0,85","0,13","0,00 %","3,01 %","7,43 %","15,80 %","1,00 %","1,24 %","1,32 %","0,00 %","0,00 %","0,00 %",N/A,"36.086.878,85",N/A,N/A,N/A,N/A,N/A,N/A,1,"92,13",438,N/A,N/A,N/A
ZAVI11,Indefinido,"86,21","35.714,52","0,63","1,10","1,23 %","3,82 %","7,34 %","14,87 %","1,27 %","1,22 %","1,24 %","10,15 %","-1,12 %","0,10 %","3,49 %","159.197.180,67",N/A,N/A,N/A,N/A,N/A,N/A,9,"30,80",2.751,N/A,"1,25 % a.a","20,00 % a.a"
ZIFI11,Fundo de Desenvolvimento,"515,00","3.066,57","0,29","3,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"83.915.222,92",N/A,N/A,N/A,N/A,N/A,N/A,14,"55,56",91,N/A,N/A,N/A
