Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
PCAS11,Indefinido,N/A,N/A,N/A,"428,57","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"269.535.947,33",N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,100,N/A,N/A,N/A
PEMA11,Papéis,"31,54","843,17","0,52","0,69","1,76 %","3,64 %","11,21 %","21,84 %","1,21 %","1,87 %","1,82 %","15,40 %","8,36 %","10,27 %","25,11 %","33.523.574,59",N/A,N/A,N/A,N/A,N/A,N/A,14,"145,30",293,N/A,N/A,N/A
PFIN11,Indefinido,"77,75","1.488.704,24",N/A,"0,75","0,99 %","1,97 %","1,97 %","5,42 %","0,66 %","0,33 %","0,45 %","1,97 %","-1,14 %","-0,16 %","21,29 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,11",0,N/A,"0,60 % a.a",N/A
PICE11,Indefinido,"34,10","77.265,71",N/A,"0,50","1,35 %","1,35 %","1,35 %","2,51 %","0,45 %","0,23 %","0,21 %","2,51 %","7,50 %","8,95 %","1,37 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"42,30",0,N/A,"1,30 % a.a",N/A
PLAG11,Indefinido,"49,70","119.742,19","0,81","0,48","0,97 %","2,98 %","5,98 %","12,67 %","0,99 %","1,00 %","1,06 %","9,46 %","1,64 %","2,63 %","32,62 %","336.008.103,84",N/A,N/A,N/A,N/A,N/A,N/A,12,"9,54",15.616,N/A,"1,00 % a.a",N/A
PLCA11,Indefinido,"70,65","60.258,19","0,74","1,00","1,41 %","4,26 %","7,44 %","16,51 %","1,42 %","1,24 %","1,38 %","12,33 %","0,98 %","2,41 %","28,02 %","53.328.217,93","95,74","0,74","1,04 %","0,00 %","0,00 %","0,00 %",0,"17,08",2.515,N/A,"1,15 % a.a","10,00 % a.a"
PLCR11,Papéis,"78,20","864.020,00","0,94","5,23","0,00 %","0,00 %","3,48 %","10,63 %","0,00 %","0,58 %","0,89 %","8,48 %","0,00 %","0,00 %",N/A,"175.914.246,15","83,40","0,94","1,08 %","-8,04 %","-7,05 %","2,32 %",1,"21,31",14.034,N/A,"1,20 % a.a",N/A
PLOG11,Imóveis Industriais e Logísticos,"66,71","70.165,04","0,63","0,70","0,99 %","3,05 %","6,10 %","12,13 %","1,02 %","1,02 %","1,01 %","4,09 %","2,01 %","3,02 %","0,55 %","79.648.071,76","100,39","0,66","0,75 %","-0,02 %","0,72 %","8,77 %",1,"16,63",3.284,N/A,N/A,N/A
PLRI11,Papéis,"11,23","1.895,15","0,76","0,11","0,88 %","0,88 %","1,42 %","34,97 %","0,88 %","0,24 %","2,91 %","34,57 %","-20,67 %","-19,97 %","32,02 %","14.020.160,49","14,69","0,76","0,75 %","-54,32 %","-53,98 %","-60,85 %",1,"136,98",859,N/A,N/A,N/A
PMFO11,Misto,"83,50","167,00","0,96","0,84","0,00 %","0,00 %","1,95 %","7,66 %","0,00 %","0,33 %","0,64 %","4,87 %","0,00 %","0,00 %",N/A,"84.552.233,16",N/A,N/A,N/A,N/A,N/A,N/A,14,"36,77",194,N/A,N/A,N/A
PMIS11,Misto,"7,77","195.747,38","0,84","0,09","1,19 %","3,75 %","7,31 %","14,92 %","1,25 %","1,22 %","1,24 %","11,17 %","-1,79 %","-0,62 %","13,96 %","137.549.011,72",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,28",6.991,N/A,"1,10 % a.a","20,00 % a.a"
PMLL11,Shoppings,"100,00","1.675.353,90","0,83","0,86","0,86 %","2,60 %","5,16 %","10,37 %","0,87 %","0,86 %","0,86 %","7,88 %","3,90 %","4,79 %","18,35 %","1.697.439.457,50",N/A,N/A,N/A,N/A,N/A,N/A,11,"12,65",126.824,N/A,"0,50 % a.a",N/A
PNCR11,Imóveis Residenciais,"68,65","2,96","1,45","1,34","0,00 %","0,00 %","0,00 %","5,59 %","0,00 %","0,00 %","0,47 %","12,84 %","0,00 %","0,00 %",N/A,"23.711.020,40",N/A,N/A,N/A,N/A,N/A,N/A,14,"33,86",113,N/A,N/A,N/A
PNDL11,Fundo de Desenvolvimento,"999,00","1.373.333,00","0,94","3,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"153.115.078,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"9,74",55,N/A,N/A,N/A
PNPR11,Fundo de Desenvolvimento,"49,00","4.999.984,50","1,34","19,05","25,23 %","0,00 %","0,00 %","25,23 %","0,00 %","0,00 %","8,41 %","25,23 %","0,00 %","0,00 %",N/A,"32.747.884,33",N/A,N/A,N/A,N/A,N/A,N/A,1,"61,32",16,N/A,N/A,N/A
PNRC11,Indefinido,"59,34","60,00","1,42","0,58","0,00 %","1,11 %","1,80 %","27,05 %","0,37 %","0,30 %","2,25 %","2,81 %","0,00 %","0,00 %",N/A,"17.188.668,21",N/A,N/A,N/A,N/A,N/A,N/A,14,"58,42",105,N/A,N/A,N/A
PORD11,Papéis,"7,95","919.354,14","0,83","0,10","1,20 %","3,44 %","6,87 %","14,20 %","1,15 %","1,15 %","1,18 %","10,54 %","-4,24 %","-3,09 %","22,34 %","356.340.504,57","9,56","0,83","0,96 %","-90,25 %","-90,16 %","-89,10 %",1,"17,64",45.867,N/A,"0,90 % a.a","15,00 % a.a"
PPEI11,Indefinido,"90,40","157.866,19",N/A,"4,25","5,00 %","5,00 %","5,00 %","10,34 %","1,67 %","0,83 %","1,48 %","5,00 %","13,57 %","19,25 %","19,25 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"31,49",0,"1,00 % a.a","0,10 % a.a",N/A
PQAG11,Imóveis Industriais e Logísticos,"55,50","1.432,83","1,00","0,47","0,84 %","2,53 %","5,22 %","10,39 %","0,84 %","0,87 %","0,87 %","7,81 %","0,85 %","1,69 %","12,82 %","774.283.312,39","55,34","1,00","0,85 %","-3,35 %","-2,53 %","7,07 %",1,"42,08",464,N/A,"0,20 % a.a",N/A
PQDP11,Shoppings,"2.326,00","310.970,19","0,69","14,32","0,60 %","2,41 %","5,42 %","11,14 %","0,80 %","0,90 %","0,93 %","8,27 %","-2,80 %","-2,22 %","40,42 %","337.127.877,73","3.352,47","0,69","0,55 %","6,98 %","7,57 %","3,99 %",1,"22,15",3.297,N/A,"0,23 % a.a",N/A
PRIF11,Indefinido,"102,70","190.888,15",N/A,"1,00","0,00 %","0,00 %","2,95 %","2,95 %","0,00 %","0,98 %","0,98 %","2,95 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"95,35",0,N/A,N/A,N/A
PRSV11,Lajes Corporativas,"35,98","1.321,33","0,26","14,10","7,58 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,47 %","2,53 %","10,30 %","10,30 %","32.280.747,79","364,23","0,10","0,44 %","-0,03 %","0,41 %","-3,81 %",1,"86,22",813,N/A,"0,38 % a.a",N/A
PRTS11,Shoppings,"15.002,63","3.866.546.832,20","235,11","0,05","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,85",8.102,N/A,N/A,N/A
PULV11,Papéis,"8,91","71.015,48","0,89","0,10","1,09 %","3,53 %","7,07 %","14,29 %","1,18 %","1,18 %","1,19 %","11,06 %","11,54 %","12,75 %","9,73 %","120.034.745,14",N/A,N/A,N/A,N/A,N/A,N/A,14,"50,81",949,N/A,"1,50 % a.a","20,00 % a.a"
PVBI11,Lajes Corporativas,"76,00","4.745.254,19","0,70","0,45","0,60 %","1,95 %","3,89 %","8,35 %","0,65 %","0,65 %","0,70 %","6,12 %","1,39 %","2,00 %","14,49 %","2.925.418.503,54","107,83","0,70","0,46 %","4,29 %","4,78 %","13,71 %",7,"21,29",161.188,"0,80 % a.a","0,20 % a.a",N/A
QAGR11,N/A,"41,00","258.464,62","0,77","0,46","0,97 %","3,23 %","6,33 %","12,35 %","1,08 %","1,06 %","1,03 %","4,28 %","17,02 %","18,16 %","15,11 %","305.270.267,01","60,57","0,68","0,76 %","8,47 %","9,29 %","8,23 %",12,"9,70",17.348,N/A,"1,00 % a.a",N/A
QAMI11,Papéis,"84,68","67.019,00","1,33","1,00","1,17 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","11,32 %","6,69 %","7,94 %","14,22 %","118.155.565,38","92,80","0,91","1,08 %","1,42 %","2,51 %","14,58 %",14,"112,81",8.102,N/A,N/A,N/A
QIRI11,Papéis,"78,04","6.867,57","1,22","89,64","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,90 %","0,00 %","0,00 %",N/A,"118.155.565,38","89,61","0,87","100,03 %","-0,41 %","99,21 %","116,58 %",14,"9,65",8.102,N/A,N/A,N/A
QNTS11,Indefinido,N/A,N/A,N/A,"0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"235.159.267,09",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,137,N/A,N/A,N/A
RBCO11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"90,22",N/A,"0,22 %","1,03 %","1,25 %","-7,08 %",0,N/A,0,N/A,N/A,N/A
RBDS11,Fundo de Desenvolvimento,"2,45","53,79","0,15","2,35","12,63 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","12,63 %","0,00 %","0,00 %",N/A,"2.066.446,53","22,98","0,11","0,00 %","0,00 %","0,00 %","0,00 %",14,"112,28",821,N/A,N/A,"20,00 % a.a"
RBFF11,Fundo de Fundos,"50,60","588.602,38","0,84","0,51","1,07 %","3,08 %","6,14 %","12,73 %","1,03 %","1,02 %","1,06 %","9,61 %","-4,28 %","-3,26 %","12,84 %","226.613.726,71","60,44","0,84","0,84 %","-5,31 %","-4,51 %","2,18 %",14,"25,11",26.540,N/A,"0,78 % a.a","20,00 % a.a"
RBGS11,Shoppings,"28,45",N/A,"0,45","0,18","0,62 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,62 %","-1,90 %","-1,29 %","-1,29 %","118.155.565,38","90,78","0,31","0,18 %","0,00 %","0,18 %","1,17 %",14,N/A,8.102,N/A,N/A,N/A
RBHG11,Papéis,"65,50","411.279,90","0,76","0,80","1,20 %","3,64 %","7,22 %","14,73 %","1,21 %","1,20 %","1,23 %","11,12 %","-0,38 %","0,82 %","4,35 %","188.265.268,94","86,84","0,75","0,92 %","-5,69 %","-4,82 %","5,34 %",14,"21,85",8.298,"0,68 % a.a","0,12 % a.a",N/A
RBHY11,Papéis,"76,48","232.771,43","0,84","1,05","1,36 %","4,08 %","8,12 %","16,64 %","1,36 %","1,35 %","1,39 %","12,56 %","2,70 %","4,09 %","18,18 %","172.109.491,35","90,89","0,84","1,16 %","-3,43 %","-2,32 %","10,91 %",14,"17,71",3.239,"0,88 % a.a","0,12 % a.a","10,00 % a.a"
RBIF11,Indefinido,"73,92","99.691,38",N/A,"0,95","1,30 %","3,96 %","7,85 %","14,72 %","1,32 %","1,31 %","1,23 %","12,25 %","2,00 %","3,32 %","21,44 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"23,09",0,"0,80 % a.a",N/A,N/A
RBIR11,Fundo de Desenvolvimento,"92,00","184.424,38","0,94","2,32","2,52 %","6,23 %","7,50 %","16,10 %","2,08 %","1,25 %","1,34 %","12,39 %","4,28 %","6,91 %","40,27 %","149.015.711,43",N/A,N/A,N/A,N/A,N/A,N/A,14,"24,28",1.470,N/A,"2,00 % a.a","20,00 % a.a"
RBLG11,Imóveis Industriais e Logísticos,"44,86","45,00","0,69","0,61","0,00 %","2,27 %","5,55 %","12,46 %","0,76 %","0,93 %","1,04 %","6,80 %","0,00 %","0,00 %",N/A,"41.811.013,57","65,31","0,69","0,93 %","-35,00 %","-34,39 %","-32,00 %",1,"91,78",246,N/A,"1,00 % a.a","20,00 % a.a"
RBOP11,Lajes Corporativas,"208,00","24.195,24","0,30","3,50","0,97 %","0,00 %","0,00 %","2,71 %","0,00 %","0,00 %","0,23 %","16,71 %","-0,40 %","0,57 %","101,33 %","69.537.370,17",N/A,N/A,N/A,N/A,N/A,N/A,2,"48,79",2.946,N/A,"1,10 % a.a","20,00 % a.a"
RBRD11,Varejo,"39,90","61.229,05","0,61","0,50","1,24 %","3,94 %","7,87 %","16,12 %","1,31 %","1,31 %","1,34 %","12,60 %","0,95 %","2,20 %","44,91 %","120.261.505,83","64,94","0,61","0,77 %","-1,89 %","-1,13 %","-3,13 %",4,"23,77",7.470,N/A,"0,17 % a.a",N/A
RBRF11,Fundo de Fundos,"6,77","1.998.640,14","0,78","0,06","0,91 %","2,70 %","5,41 %","13,37 %","0,90 %","0,90 %","1,11 %","9,23 %","1,69 %","2,62 %","28,27 %","1.180.545.093,64","8,63","0,78","0,70 %","-89,46 %","-89,38 %","-89,32 %",1,"17,45",114.706,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRI11,Fundo de Desenvolvimento,"750,00","1.921,43","0,96","173,60","25,67 %","30,79 %","62,26 %","72,36 %","10,26 %","10,38 %","6,03 %","62,26 %","0,00 %","0,00 %",N/A,"108.921.365,98",N/A,N/A,N/A,N/A,N/A,N/A,1,"352,06",131,"1,50 % a.a","0,20 % a.a",N/A
RBRL11,Imóveis Industriais e Logísticos,"83,86","612.810,19","0,79","0,75","0,91 %","2,73 %","5,77 %","12,94 %","0,91 %","0,96 %","1,08 %","9,41 %","-0,79 %","0,11 %","46,40 %","708.050.063,45","105,88","0,79","0,71 %","-1,29 %","-0,59 %","7,50 %",6,"20,09",13.037,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRM11,Fundo de Desenvolvimento,"94.794,81",N/A,"17,88","5.302,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.860.101,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,54,N/A,N/A,N/A
RBRP11,Lajes Corporativas,"51,31","805.252,05","0,67","0,40","0,80 %","2,43 %","5,02 %","11,60 %","0,81 %","0,84 %","0,97 %","8,25 %","2,03 %","2,84 %","16,29 %","932.654.316,08","76,58","0,67","0,52 %","-6,27 %","-5,78 %","-2,06 %",6,"21,16",61.653,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRR11,Papéis,"86,91","2.485.189,43","0,94","0,85","0,97 %","3,20 %","6,70 %","13,51 %","1,07 %","1,12 %","1,13 %","10,30 %","0,81 %","1,78 %","33,64 %","1.389.400.148,16","92,27","0,94","1,03 %","-1,91 %","-0,90 %","2,00 %",14,"14,91",128.719,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRS11,Fundo de Desenvolvimento,"52,02","34.477,19","0,54","0,07","0,14 %","2,62 %","3,19 %","3,62 %","0,87 %","0,53 %","0,30 %","3,62 %","8,98 %","9,13 %","6,34 %","166.535.924,31","96,02","0,54","0,07 %","2,05 %","2,13 %","8,24 %",4,"49,42",976,N/A,N/A,N/A
RBRX11,Indefinido,"7,91","292.943,19","0,82","0,09","1,12 %","3,48 %","6,78 %","13,48 %","1,16 %","1,13 %","1,12 %","10,14 %","4,14 %","5,31 %","33,29 %","285.630.232,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,08",10.736,"1,30 % a.a",N/A,"20,00 % a.a"
RBRY11,Papéis,"94,94","3.619.836,62","0,97","1,25","1,30 %","3,83 %","7,51 %","14,77 %","1,28 %","1,25 %","1,23 %","11,32 %","4,19 %","5,55 %","48,01 %","1.254.687.847,78","98,26","0,97","1,20 %","-1,63 %","-0,46 %","4,69 %",14,"14,99",61.010,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
RBTS11,Fundo de Desenvolvimento,"333,10","9.059,17","0,88","6,19","0,00 %","0,00 %","12,69 %","70,15 %","0,00 %","2,12 %","5,85 %","26,82 %","0,00 %","0,00 %",N/A,"21.418.467,53","380,02","0,88","1,63 %","-65,26 %","-64,69 %","-58,05 %",14,"336,99",133,N/A,"1,32 % a.a","17,50 % a.a"
RBVA11,Varejo,"9,44","1.996.272,95","0,89","0,09","1,03 %","3,19 %","6,46 %","13,26 %","1,06 %","1,08 %","1,11 %","10,00 %","4,43 %","5,50 %","11,74 %","1.653.037.012,46","10,59","0,89","0,85 %","-90,32 %","-90,24 %","-88,37 %",82,"16,35",77.467,N/A,"0,65 % a.a",N/A
RBVO11,Papéis,"5,32","1.143,43","0,95","5,66","106,30 %","0,00 %","0,00 %","106,30 %","0,00 %","0,00 %","8,86 %","168,13 %","-80,93 %","-60,65 %","146,57 %","2.882.596,37",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"59,81",6.943,"0,65 % a.a","0,10 % a.a","20,00 % a.a"
RCFF11,Fundo de Fundos,"98,00","588,00","0,96","3,55","3,76 %","3,76 %","3,76 %","38,52 %","1,25 %","0,63 %","3,85 %","9,17 %","-3,73 %","-0,12 %","59,38 %","33.105.533,70","98,56","0,99","3,60 %","7,75 %","11,63 %","12,01 %",14,"138,68",130,"0,50 % a.a","0,20 % a.a",N/A
RCRB11,Lajes Corporativas,"124,87","1.310.779,00","0,63","0,92","0,70 %","1,76 %","3,56 %","8,47 %","0,59 %","0,59 %","0,71 %","5,76 %","3,36 %","4,09 %","25,94 %","726.311.878,04","196,80","0,63","0,47 %","-5,08 %","-4,64 %","4,68 %",9,"30,00",25.732,N/A,"0,70 % a.a",N/A
RDCI11,Indefinido,N/A,N/A,N/A,"1,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"251.541.139,62",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,115,N/A,N/A,N/A
RECD11,Papéis,"8,43","443,37","1,03","0,09","1,03 %","24,78 %","29,28 %","36,65 %","8,26 %","4,88 %","3,67 %","34,45 %","0,96 %","2,00 %","45,02 %","44.441.367,39",N/A,N/A,N/A,N/A,N/A,N/A,0,"232,00",325,N/A,N/A,N/A
RECM11,Papéis,"8,68","4.012,30","0,90","0,12","1,40 %","4,22 %","8,43 %","13,23 %","1,41 %","1,41 %","1,47 %","12,28 %","-2,27 %","-0,90 %","14,84 %","81.076.270,40",N/A,N/A,N/A,N/A,N/A,N/A,0,"73,29",724,N/A,N/A,N/A
RECR11,Papéis,"81,81","2.442.898,29","0,92","0,78","0,96 %","3,33 %","7,80 %","16,34 %","1,11 %","1,30 %","1,36 %","12,24 %","-0,77 %","0,19 %","43,81 %","2.349.157.296,59","88,84","0,92","1,07 %","-6,81 %","-5,81 %","7,20 %",1,"17,63",173.162,N/A,"0,20 % a.a",N/A
RECT11,Lajes Corporativas,"33,00","284.443,81","0,37","0,37","1,15 %","3,55 %","6,98 %","15,04 %","1,18 %","1,16 %","1,25 %","10,99 %","6,90 %","8,13 %","41,97 %","777.292.434,41","90,98","0,36","0,41 %","-2,88 %","-2,49 %","-0,40 %",9,"24,49",52.195,N/A,"0,17 % a.a",N/A
REIT11,Papéis,"82,10","82,00","0,27","2,91","0,00 %","0,00 %","0,00 %","5,29 %","0,00 %","0,00 %","0,44 %","2,76 %","0,00 %","0,00 %",N/A,"8.085.445,18",N/A,N/A,N/A,N/A,N/A,N/A,1,"81,60",62,N/A,N/A,N/A
RELG11,Imóveis Industriais e Logísticos,"65,54","140.335,71","0,77","0,80","1,19 %","3,42 %","6,49 %","12,29 %","1,14 %","1,08 %","1,02 %","10,39 %","0,15 %","1,34 %","46,44 %","112.946.200,94","84,63","0,77","0,95 %","-30,69 %","-30,03 %","-24,11 %",5,"40,81",4.130,"1,00 % a.a","0,18 % a.a",N/A
RENV11,Serviços Financeiros Diversos,"5,67","12.845,48","0,40","0,05","0,84 %","1,56 %","1,90 %","5,29 %","0,52 %","0,32 %","0,88 %","1,90 %","6,44 %","7,33 %","-36,84 %","14.670.497,98",N/A,N/A,N/A,N/A,N/A,N/A,14,"142,86",527,"1,13 % a.a","0,12 % a.a","20,00 % a.a"
RFOF11,Fundo de Fundos,"63,11","270.704,81","0,91","0,65","1,04 %","3,12 %","6,46 %","13,65 %","1,04 %","1,08 %","1,14 %","10,14 %","-0,46 %","0,57 %","23,52 %","74.582.522,58","69,18","0,91","0,94 %","-13,46 %","-12,65 %","-11,59 %",14,"24,89",3.839,N/A,N/A,N/A
RIFF11,Indefinido,"7,48","234.787,43",N/A,"0,01","0,08 %","0,08 %","3,96 %","10,80 %","0,08 %","0,66 %","0,90 %","8,05 %","-1,45 %","-1,37 %","22,73 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"38,55",0,N/A,"0,84 % a.a","20,00 % a.a"
RINV11,Indefinido,"103,00","205.669,29","1,00","1,05","1,02 %","3,07 %","6,25 %","13,27 %","1,02 %","1,04 %","1,11 %","9,77 %","1,43 %","2,46 %","26,67 %","332.727.047,74",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,84",3.884,N/A,"1,00 % a.a","15,00 % a.a"
RMAI11,Lajes Corporativas,"62,99","722.526,74","0,59","0,54","0,74 %","1,44 %","3,67 %","7,59 %","0,48 %","0,61 %","0,63 %","6,25 %","0,00 %","0,00 %",N/A,"260.834.940,60","106,73","0,59","0,51 %","-1,05 %","-0,55 %","1,67 %",2,"42,44",1.062,N/A,N/A,N/A
RNDP11,Papéis,"40,50","14.794,00","1,01","40,38","99,67 %","0,00 %","99,67 %","151,61 %","0,00 %","16,61 %","12,63 %","145,40 %","-5,64 %","88,42 %","309,72 %","4.329.855,96",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"109,88",1.292,N/A,N/A,N/A
RNGO11,Lajes Corporativas,"50,14","43.433,38","0,60","0,29","0,57 %","1,97 %","4,60 %","10,10 %","0,66 %","0,77 %","0,84 %","7,41 %","1,75 %","2,33 %","35,01 %","224.424.616,92","83,87","0,60","0,32 %","-3,20 %","-2,89 %","1,62 %",4,"15,56",7.495,N/A,"0,20 % a.a",N/A
ROOF11,Fundo de Desenvolvimento,"354,14","386,00","0,94","32,26","0,00 %","0,00 %","15,90 %","19,61 %","0,00 %","2,65 %","1,63 %","15,90 %","0,00 %","0,00 %",N/A,"29.157.366,55",N/A,N/A,N/A,N/A,N/A,N/A,39,"50,57",81,N/A,N/A,N/A
RPRI11,Papéis,"83,53","342.629,62","0,85","0,95","1,15 %","3,65 %","7,80 %","15,44 %","1,22 %","1,30 %","1,29 %","11,81 %","-3,98 %","-2,88 %","19,68 %","341.151.603,66",N/A,N/A,N/A,N/A,N/A,N/A,14,"15,43",4.195,N/A,"1,60 % a.a",N/A
RRCI11,Papéis,"83,68","632.105,67","0,93","0,85","1,11 %","3,45 %","7,10 %","15,06 %","1,15 %","1,18 %","1,26 %","11,08 %","4,62 %","5,78 %","38,85 %","43.398.957,78","90,08","0,93","0,94 %","-4,25 %","-3,35 %","7,69 %",14,"19,13",1.662,N/A,"1,00 % a.a","20,00 % a.a"
RSPD11,Fundo de Desenvolvimento,"1.009,99","1.009,00","1,09","67,11","0,00 %","4,69 %","6,71 %","12,11 %","1,56 %","1,12 %","1,01 %","10,21 %","0,00 %","0,00 %",N/A,"137.775.223,56","1.130,10","0,89","0,98 %","-1,08 %","-0,11 %","-0,11 %",14,"95,10",139,N/A,N/A,N/A
RURA11,Indefinido,"8,17","2.003.402,24","0,79","0,11","1,27 %","3,86 %","7,52 %","13,56 %","1,29 %","1,25 %","1,13 %","10,65 %","1,72 %","3,01 %","30,51 %","1.649.728.358,55","10,30","0,79","1,02 %","0,00 %","0,00 %","0,00 %",0,"23,48",85.313,N/A,"1,00 % a.a","20,00 % a.a"
RVBI11,Fundo de Fundos,"64,20","960.437,81","0,86","0,70","1,10 %","3,31 %","6,69 %","14,25 %","1,10 %","1,12 %","1,19 %","10,51 %","1,93 %","3,05 %","27,34 %","763.211.248,85","74,27","0,86","0,94 %","-11,60 %","-10,77 %","-5,21 %",14,"18,68",55.248,"0,80 % a.a","0,13 % a.a","20,00 % a.a"
RZAG11,Indefinido,"9,05","1.200.327,52","0,93","0,13","1,39 %","4,25 %","8,70 %","18,11 %","1,42 %","1,45 %","1,51 %","13,49 %","2,39 %","3,81 %","47,16 %","658.972.807,75","9,69","0,93","1,29 %","1,38 %","2,69 %","15,49 %",0,"12,95",82.827,N/A,"1,15 % a.a","10,00 % a.a"
RZAK11,Papéis,"81,54","1.677.355,95","0,93","1,15","1,39 %","4,22 %","8,50 %","19,23 %","1,41 %","1,42 %","1,60 %","14,38 %","2,35 %","3,78 %","46,40 %","770.066.299,21","87,43","0,93","1,32 %","-6,70 %","-5,47 %","4,71 %",14,"11,76",44.967,N/A,"1,25 % a.a","15,00 % a.a"
RZAT11,Imóveis Industriais e Logísticos,"90,07","849.434,33","0,89","1,00","1,09 %","3,43 %","7,32 %","14,96 %","1,14 %","1,22 %","1,25 %","11,30 %","3,06 %","4,18 %","38,37 %","428.220.321,82",N/A,N/A,N/A,N/A,N/A,N/A,13,"18,16",35.299,N/A,"1,00 % a.a","20,00 % a.a"
RZEO11,Indefinido,"190,00","834,60","0,98","0,95","0,00 %","0,00 %","0,00 %","22,02 %","0,00 %","0,00 %","4,40 %","19,47 %","0,00 %","0,00 %",N/A,"608.675.045,40","192,78","0,99","3,29 %","0,00 %","0,00 %","0,00 %",0,"106,68",154,N/A,"1,15 % a.a","20,00 % a.a"
RZLC11,Papéis,"1.009,00","572.383,58","1,02","12,51","1,23 %","3,79 %","7,25 %","13,86 %","1,26 %","1,21 %","1,26 %","10,66 %","1,25 %","2,49 %","23,37 %","49.414.055,88",N/A,N/A,N/A,N/A,N/A,N/A,0,"27,60",44.967,N/A,N/A,N/A
RZTR11,Misto,"92,00","2.399.119,14","0,94","1,00","1,09 %","3,33 %","6,94 %","14,74 %","1,11 %","1,16 %","1,23 %","11,02 %","1,80 %","2,91 %","27,81 %","1.845.422.103,71","97,89","0,94","1,02 %","0,47 %","1,50 %","13,15 %",16,"13,53",145.638,"1,25 % a.a",N/A,"20,00 % a.a"
RZZR11,Imóveis Industriais e Logísticos,"134,99","185.229,40","0,77","1,21","0,89 %","2,57 %","4,30 %","9,41 %","0,86 %","0,72 %","0,78 %","7,03 %","-6,08 %","-5,24 %","-9,06 %","934.827.452,85",N/A,N/A,N/A,N/A,N/A,N/A,10,"74,34",465,N/A,"0,25 % a.a",N/A
SADI11,Papéis,"8,69","164.947,90","0,89","0,11","1,30 %","3,98 %","7,53 %","14,50 %","1,33 %","1,26 %","1,21 %","11,21 %","3,54 %","4,88 %","26,64 %","149.551.847,93","9,66","0,90","1,18 %","-90,25 %","-90,13 %","-89,06 %",14,"11,98",10.939,N/A,"1,00 % a.a",N/A
